contract_id,hypothesis_id,gold_label,ms3_label,ms3_correct,ms3_groundedness_check,ms3_quote_integrity_check,ms3_latency_ms
doc_43,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8057.59
doc_43,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3045.75
doc_43,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,9386.6
doc_46,H01,ENTAILED,NOT_MENTIONED,0,1,1,5453.05
doc_46,H02,CONTRADICTED,CONTRADICTED,1,1,1,4981.68
doc_46,H03,ENTAILED,ENTAILED,1,1,1,6400.14
doc_46,H04,ENTAILED,ENTAILED,1,1,1,3359.38
doc_46,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4094.33
doc_46,H06,CONTRADICTED,CONTRADICTED,1,1,0,6090.7
doc_46,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6467.4
doc_46,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5117.4
doc_46,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5882.82
doc_46,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,16670.12
doc_46,H11,ENTAILED,NOT_MENTIONED,0,1,1,5338.9
doc_46,H12,ENTAILED,ENTAILED,1,1,1,4529.17
doc_46,H13,NOT_MENTIONED,ENTAILED,0,1,1,2520.75
doc_46,H14,CONTRADICTED,ENTAILED,0,1,1,2398.36
doc_46,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6779.03
doc_46,H16,ENTAILED,NOT_MENTIONED,0,1,1,2140.82
doc_46,H17,NOT_MENTIONED,ENTAILED,0,1,1,10275.98
doc_47,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9093.09
doc_47,H02,CONTRADICTED,CONTRADICTED,1,1,0,11459.56
doc_47,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2915.08
doc_47,H04,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7517.93
doc_47,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6870.63
doc_47,H06,ENTAILED,ENTAILED,1,1,1,4950.18
doc_47,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5175.53
doc_47,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6990.29
doc_47,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4347.04
doc_47,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3882.01
doc_47,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2364.84
doc_47,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2236.73
doc_47,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9703.98
doc_47,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6278.95
doc_47,H15,ENTAILED,NOT_MENTIONED,0,1,1,1557.51
doc_47,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5434.5
doc_47,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,3081.08
doc_48,H01,ENTAILED,NOT_MENTIONED,0,1,1,6113.43
doc_48,H02,CONTRADICTED,CONTRADICTED,1,1,1,8621.7
doc_48,H03,ENTAILED,ENTAILED,1,1,1,16358.06
doc_48,H04,ENTAILED,CONTRADICTED,0,1,1,9162.98
doc_48,H05,ENTAILED,ENTAILED,1,1,1,4585.47
doc_48,H06,ENTAILED,ENTAILED,1,1,1,4572.15
doc_48,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8529.29
doc_48,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4281.14
doc_48,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2535.9
doc_48,H10,ENTAILED,ENTAILED,1,1,1,7534.2
doc_48,H11,ENTAILED,NOT_MENTIONED,0,1,1,4573.54
doc_48,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5756.81
doc_48,H13,NOT_MENTIONED,ENTAILED,0,1,1,12586.51
doc_48,H14,CONTRADICTED,NOT_MENTIONED,0,1,1,3494.47
doc_48,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3367.41
doc_48,H16,ENTAILED,ENTAILED,1,1,1,7836.87
doc_48,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9570.68
doc_49,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2476.81
doc_49,H02,CONTRADICTED,CONTRADICTED,1,1,1,7948.02
doc_49,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3467.85
doc_49,H04,ENTAILED,ENTAILED,1,1,1,5513.18
doc_49,H05,ENTAILED,ENTAILED,1,1,1,7829.55
doc_49,H06,ENTAILED,ENTAILED,1,1,1,6198.9
doc_49,H07,ENTAILED,ENTAILED,1,1,1,4856.55
doc_49,H08,ENTAILED,CONTRADICTED,0,1,1,6743.07
doc_49,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6690.5
doc_49,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9115.14
doc_49,H11,ENTAILED,ENTAILED,1,1,1,8183.3
doc_49,H12,ENTAILED,NOT_MENTIONED,0,1,1,6402.65
doc_49,H13,NOT_MENTIONED,ENTAILED,0,1,1,5248.09
doc_49,H14,ENTAILED,ENTAILED,1,1,1,4610.95
doc_49,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8299.87
doc_49,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4536.67
doc_49,H17,ENTAILED,ENTAILED,1,1,1,6394.27
doc_50,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4476.02
doc_50,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,11448.84
doc_50,H03,ENTAILED,ENTAILED,1,1,1,7408.19
doc_50,H04,ENTAILED,ENTAILED,1,1,1,5603.71
doc_50,H05,ENTAILED,ENTAILED,1,1,1,7777.56
doc_50,H06,ENTAILED,ENTAILED,1,1,1,5887.49
doc_50,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,1902.49
doc_50,H08,ENTAILED,NOT_MENTIONED,0,1,1,3917.48
doc_50,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3931.19
doc_50,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2697.75
doc_50,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4879.93
doc_50,H12,ENTAILED,ENTAILED,1,1,1,5637.21
doc_50,H13,NOT_MENTIONED,ENTAILED,0,1,1,4527.72
doc_50,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3401.0
doc_50,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8450.51
doc_50,H16,ENTAILED,ENTAILED,1,1,1,5396.09
doc_50,H17,ENTAILED,NOT_MENTIONED,0,1,1,4464.96
doc_51,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3519.03
doc_51,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,7037.28
doc_51,H03,ENTAILED,ENTAILED,1,1,1,3160.47
doc_51,H04,ENTAILED,ENTAILED,1,1,1,3810.21
doc_51,H05,ENTAILED,ENTAILED,1,1,1,3598.87
doc_51,H06,ENTAILED,ENTAILED,1,1,1,4567.65
doc_51,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3527.86
doc_51,H08,ENTAILED,ENTAILED,1,1,1,2982.92
doc_51,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4785.27
doc_51,H10,ENTAILED,ENTAILED,1,1,0,4339.4
doc_51,H11,ENTAILED,NOT_MENTIONED,0,1,1,3632.71
doc_51,H12,ENTAILED,ENTAILED,1,1,1,4781.68
doc_51,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3543.89
doc_51,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4404.18
doc_51,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3717.22
doc_51,H16,ENTAILED,NOT_MENTIONED,0,1,1,3760.77
doc_51,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4111.41
doc_52,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2250.94
doc_52,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,7806.28
doc_52,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4828.11
doc_52,H04,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5631.98
doc_52,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5739.84
doc_52,H06,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2979.03
doc_52,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5931.18
doc_52,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6282.28
doc_52,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5795.75
doc_52,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6701.85
doc_52,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6337.96
doc_52,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4943.38
doc_52,H13,ENTAILED,ENTAILED,1,1,1,2941.43
doc_52,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5350.07
doc_52,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4383.9
doc_52,H16,ENTAILED,ENTAILED,1,1,1,11138.3
doc_52,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,8404.33
doc_53,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3756.16
doc_53,H02,CONTRADICTED,CONTRADICTED,1,1,1,9566.99
doc_53,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3761.03
doc_53,H04,ENTAILED,ENTAILED,1,1,1,3013.19
doc_53,H05,ENTAILED,ENTAILED,1,1,1,9753.23
doc_53,H06,ENTAILED,ENTAILED,1,1,1,9446.45
doc_53,H07,ENTAILED,ENTAILED,1,1,1,8668.14
doc_53,H08,ENTAILED,NOT_MENTIONED,0,1,1,7445.31
doc_53,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5280.28
doc_53,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5083.93
doc_53,H11,ENTAILED,ENTAILED,1,1,1,8042.03
doc_53,H12,ENTAILED,NOT_MENTIONED,0,1,1,7058.38
doc_53,H13,NOT_MENTIONED,ENTAILED,0,1,1,7549.65
doc_53,H14,ENTAILED,ENTAILED,1,1,1,5378.5
doc_53,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5248.1
doc_53,H16,ENTAILED,NOT_MENTIONED,0,1,1,4848.69
doc_53,H17,ENTAILED,ENTAILED,1,1,1,10857.23
doc_55,H01,ENTAILED,NOT_MENTIONED,0,1,1,5451.25
doc_55,H02,CONTRADICTED,CONTRADICTED,1,1,0,8353.55
doc_55,H03,CONTRADICTED,CONTRADICTED,1,1,1,5587.05
doc_55,H04,ENTAILED,ENTAILED,1,1,1,3534.62
doc_55,H05,ENTAILED,ENTAILED,1,1,0,6783.79
doc_55,H06,ENTAILED,ENTAILED,1,1,0,4873.92
doc_55,H07,ENTAILED,ENTAILED,1,1,1,6283.94
doc_55,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6138.4
doc_55,H09,ENTAILED,ENTAILED,1,1,1,3883.16
doc_55,H10,ENTAILED,ENTAILED,1,1,1,5372.59
doc_55,H11,ENTAILED,ENTAILED,1,1,1,5909.03
doc_55,H12,ENTAILED,ENTAILED,1,1,1,3886.86
doc_55,H13,ENTAILED,ENTAILED,1,1,1,12169.99
doc_55,H14,CONTRADICTED,ENTAILED,0,1,1,6434.76
doc_55,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7751.68
doc_55,H16,ENTAILED,ENTAILED,1,1,0,7017.22
doc_55,H17,ENTAILED,CONTRADICTED,0,1,1,8772.58
doc_57,H01,CONTRADICTED,CONTRADICTED,1,1,1,7757.23
doc_57,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,6638.24
doc_57,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5580.9
doc_57,H04,ENTAILED,ENTAILED,1,1,0,5973.96
doc_57,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6189.79
doc_57,H06,ENTAILED,NOT_MENTIONED,0,1,1,4185.99
doc_57,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3518.77
doc_57,H08,ENTAILED,ENTAILED,1,1,1,4843.01
doc_57,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4795.42
doc_57,H10,NOT_MENTIONED,CONTRADICTED,0,1,0,5524.76
doc_57,H11,ENTAILED,ENTAILED,1,1,1,8096.95
doc_57,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5866.79
doc_57,H13,NOT_MENTIONED,CONTRADICTED,0,1,1,2347.71
doc_57,H14,ENTAILED,NOT_MENTIONED,0,1,1,4180.83
doc_57,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4296.85
doc_57,H16,ENTAILED,NOT_MENTIONED,0,1,1,4289.03
doc_57,H17,ENTAILED,ENTAILED,1,1,1,5568.85
doc_58,H01,NOT_MENTIONED,CONTRADICTED,0,1,1,8373.12
doc_58,H02,CONTRADICTED,CONTRADICTED,1,1,0,9329.85
doc_58,H03,ENTAILED,ENTAILED,1,1,1,6789.84
doc_58,H04,ENTAILED,ENTAILED,1,1,1,10134.0
doc_58,H05,ENTAILED,ENTAILED,1,1,1,7818.65
doc_58,H06,CONTRADICTED,CONTRADICTED,1,1,1,8435.6
doc_58,H07,ENTAILED,ENTAILED,1,1,1,12649.33
doc_58,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4884.27
doc_58,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6930.99
doc_58,H10,ENTAILED,ENTAILED,1,1,1,7982.07
doc_58,H11,ENTAILED,ENTAILED,1,1,1,8436.66
doc_58,H12,ENTAILED,ENTAILED,1,1,1,14086.81
doc_58,H13,NOT_MENTIONED,ENTAILED,0,1,1,21415.64
doc_58,H14,NOT_MENTIONED,ENTAILED,0,1,1,13253.01
doc_58,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7939.65
doc_58,H16,ENTAILED,ENTAILED,1,1,1,9199.87
doc_58,H17,ENTAILED,ENTAILED,1,1,1,8093.47
doc_59,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8610.99
doc_59,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,11562.77
doc_59,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,10591.14
doc_59,H04,ENTAILED,ENTAILED,1,1,1,10676.98
doc_59,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8452.53
doc_59,H06,NOT_MENTIONED,CONTRADICTED,0,1,0,11048.28
doc_59,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9402.95
doc_59,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7860.16
doc_59,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7110.5
doc_59,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4692.38
doc_59,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5592.54
doc_59,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4339.59
doc_59,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6524.98
doc_59,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4992.06
doc_59,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,10106.67
doc_59,H16,ENTAILED,ENTAILED,1,1,1,3842.86
doc_59,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7370.02
doc_60,H01,NOT_MENTIONED,CONTRADICTED,0,1,1,15399.98
doc_60,H02,CONTRADICTED,CONTRADICTED,1,1,1,12157.71
doc_60,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9558.0
doc_60,H04,ENTAILED,ENTAILED,1,1,1,4296.62
doc_60,H05,ENTAILED,ENTAILED,1,1,1,9949.36
doc_60,H06,ENTAILED,ENTAILED,1,1,1,8429.96
doc_60,H07,ENTAILED,ENTAILED,1,1,1,7479.69
doc_60,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5012.06
doc_60,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2015.34
doc_60,H10,ENTAILED,NOT_MENTIONED,0,1,1,4952.84
doc_60,H11,ENTAILED,NOT_MENTIONED,0,1,1,4507.14
doc_60,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6818.83
doc_60,H13,NOT_MENTIONED,ENTAILED,0,1,1,7462.77
doc_60,H14,CONTRADICTED,NOT_MENTIONED,0,1,1,5482.78
doc_60,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5646.55
doc_60,H16,ENTAILED,ENTAILED,1,1,0,4282.88
doc_60,H17,CONTRADICTED,CONTRADICTED,1,1,1,5411.54
doc_62,H01,NOT_MENTIONED,CONTRADICTED,0,1,1,14403.41
doc_62,H02,ENTAILED,CONTRADICTED,0,1,1,14371.14
doc_62,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7836.7
doc_62,H04,ENTAILED,CONTRADICTED,0,1,1,8906.28
doc_62,H05,ENTAILED,ENTAILED,1,1,1,14357.15
doc_62,H06,CONTRADICTED,CONTRADICTED,1,1,1,6904.75
doc_62,H07,ENTAILED,ENTAILED,1,1,1,7248.15
doc_62,H08,ENTAILED,ENTAILED,1,1,1,6820.95
doc_62,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8315.03
doc_62,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6407.75
doc_62,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8207.21
doc_62,H12,ENTAILED,ENTAILED,1,1,1,7369.23
doc_62,H13,ENTAILED,ENTAILED,1,1,1,6647.7
doc_62,H14,ENTAILED,ENTAILED,1,1,1,6259.24
doc_62,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4819.7
doc_62,H16,ENTAILED,ENTAILED,1,1,1,3831.69
doc_62,H17,ENTAILED,CONTRADICTED,0,1,1,10126.93
doc_65,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5810.71
doc_65,H02,CONTRADICTED,CONTRADICTED,1,1,1,5040.47
doc_65,H03,ENTAILED,ENTAILED,1,1,1,5864.41
doc_65,H04,ENTAILED,ENTAILED,1,1,1,5230.2
doc_65,H05,ENTAILED,ENTAILED,1,1,1,5036.24
doc_65,H06,ENTAILED,NOT_MENTIONED,0,1,1,5655.87
doc_65,H07,ENTAILED,ENTAILED,1,1,1,6015.05
doc_65,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2257.19
doc_65,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4139.33
doc_65,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7153.97
doc_65,H11,ENTAILED,NOT_MENTIONED,0,1,1,4318.01
doc_65,H12,ENTAILED,ENTAILED,1,1,1,7537.94
doc_65,H13,NOT_MENTIONED,ENTAILED,0,1,1,6508.95
doc_65,H14,CONTRADICTED,ENTAILED,0,1,1,4266.25
doc_65,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4879.78
doc_65,H16,ENTAILED,NOT_MENTIONED,0,1,1,3663.97
doc_65,H17,ENTAILED,ENTAILED,1,1,1,6818.72
doc_66,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4943.37
doc_66,H02,CONTRADICTED,CONTRADICTED,1,1,1,6074.69
doc_66,H03,ENTAILED,ENTAILED,1,1,1,4488.04
doc_66,H04,ENTAILED,ENTAILED,1,1,1,4655.08
doc_66,H05,ENTAILED,ENTAILED,1,1,1,7748.23
doc_66,H06,CONTRADICTED,ENTAILED,0,1,1,9749.39
doc_66,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4841.97
doc_66,H08,ENTAILED,ENTAILED,1,1,1,3311.27
doc_66,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6310.59
doc_66,H10,ENTAILED,ENTAILED,1,1,1,5722.62
doc_66,H11,ENTAILED,NOT_MENTIONED,0,1,1,3701.99
doc_66,H12,ENTAILED,ENTAILED,1,1,0,9466.62
doc_66,H13,NOT_MENTIONED,ENTAILED,0,1,1,5769.25
doc_66,H14,CONTRADICTED,ENTAILED,0,1,1,4907.4
doc_66,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3841.61
doc_66,H16,ENTAILED,ENTAILED,1,1,1,6026.66
doc_66,H17,NOT_MENTIONED,ENTAILED,0,1,1,7443.76
doc_67,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6332.49
doc_67,H02,CONTRADICTED,CONTRADICTED,1,1,1,4740.05
doc_67,H03,ENTAILED,ENTAILED,1,1,1,7615.29
doc_67,H04,ENTAILED,NOT_MENTIONED,0,1,1,6978.16
doc_67,H05,ENTAILED,ENTAILED,1,1,1,9174.97
doc_67,H06,CONTRADICTED,CONTRADICTED,1,1,1,6421.91
doc_67,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4438.51
doc_67,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3909.34
doc_67,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2094.97
doc_67,H10,NOT_MENTIONED,CONTRADICTED,0,1,1,6792.64
doc_67,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,1568.9
doc_67,H12,ENTAILED,CONTRADICTED,0,1,1,3978.34
doc_67,H13,ENTAILED,NOT_MENTIONED,0,1,1,3549.02
doc_67,H14,CONTRADICTED,CONTRADICTED,1,1,1,4225.57
doc_67,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4033.09
doc_67,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,18517.78
doc_67,H17,CONTRADICTED,CONTRADICTED,1,1,1,23356.88
doc_68,H01,NOT_MENTIONED,CONTRADICTED,0,1,0,6974.52
doc_68,H02,CONTRADICTED,CONTRADICTED,1,1,1,9716.92
doc_68,H03,ENTAILED,ENTAILED,1,1,1,3751.52
doc_68,H04,ENTAILED,ENTAILED,1,1,1,3675.33
doc_68,H05,ENTAILED,ENTAILED,1,1,1,5558.45
doc_68,H06,CONTRADICTED,ENTAILED,0,1,1,4896.16
doc_68,H07,NOT_MENTIONED,ENTAILED,0,1,1,17274.88
doc_68,H08,ENTAILED,ENTAILED,1,1,1,4957.37
doc_68,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3467.66
doc_68,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3674.36
doc_68,H11,ENTAILED,NOT_MENTIONED,0,1,1,3274.58
doc_68,H12,ENTAILED,ENTAILED,1,1,1,8030.1
doc_68,H13,NOT_MENTIONED,ENTAILED,0,1,1,8377.99
doc_68,H14,ENTAILED,ENTAILED,1,1,1,6832.59
doc_68,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5507.4
doc_68,H16,ENTAILED,ENTAILED,1,1,1,6548.73
doc_68,H17,ENTAILED,CONTRADICTED,0,1,1,3668.34
doc_74,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3491.11
doc_74,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,8569.6
doc_74,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3390.23
doc_74,H04,ENTAILED,ENTAILED,1,1,1,6009.52
doc_74,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4908.6
doc_74,H06,NOT_MENTIONED,CONTRADICTED,0,1,1,5844.42
doc_74,H07,ENTAILED,ENTAILED,1,1,1,5742.46
doc_74,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4392.71
doc_74,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3941.92
doc_74,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5622.55
doc_74,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5041.98
doc_74,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2092.77
doc_74,H13,ENTAILED,ENTAILED,1,1,1,6165.56
doc_74,H14,CONTRADICTED,ENTAILED,0,1,1,3532.77
doc_74,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2080.3
doc_74,H16,ENTAILED,ENTAILED,1,1,1,2860.97
doc_74,H17,CONTRADICTED,CONTRADICTED,1,1,1,3115.38
doc_76,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3022.53
doc_76,H02,CONTRADICTED,CONTRADICTED,1,1,1,6305.59
doc_76,H03,ENTAILED,ENTAILED,1,1,1,4004.94
doc_76,H04,ENTAILED,ENTAILED,1,1,1,3860.11
doc_76,H05,ENTAILED,ENTAILED,1,1,1,3528.87
doc_76,H06,ENTAILED,CONTRADICTED,0,1,1,4919.32
doc_76,H07,ENTAILED,ENTAILED,1,1,1,4389.61
doc_76,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4895.97
doc_76,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4550.76
doc_76,H10,ENTAILED,NOT_MENTIONED,0,1,1,2386.52
doc_76,H11,ENTAILED,NOT_MENTIONED,0,1,1,3500.33
doc_76,H12,ENTAILED,ENTAILED,1,1,1,4859.56
doc_76,H13,NOT_MENTIONED,ENTAILED,0,1,1,5436.04
doc_76,H14,ENTAILED,ENTAILED,1,1,1,2619.59
doc_76,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3768.21
doc_76,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3465.28
doc_76,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,5132.75
doc_77,H01,CONTRADICTED,NOT_MENTIONED,0,1,1,4113.26
doc_77,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,7977.64
doc_77,H03,ENTAILED,ENTAILED,1,1,1,3208.8
doc_77,H04,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3592.01
doc_77,H05,ENTAILED,ENTAILED,1,1,1,3913.38
doc_77,H06,ENTAILED,CONTRADICTED,0,1,1,4975.93
doc_77,H07,ENTAILED,ENTAILED,1,1,1,5318.92
doc_77,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4319.69
doc_77,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4052.04
doc_77,H10,ENTAILED,ENTAILED,1,1,1,4754.4
doc_77,H11,ENTAILED,NOT_MENTIONED,0,1,1,3695.79
doc_77,H12,ENTAILED,NOT_MENTIONED,0,1,1,4251.6
doc_77,H13,ENTAILED,ENTAILED,1,1,1,5720.27
doc_77,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3139.29
doc_77,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3896.01
doc_77,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3580.45
doc_77,H17,CONTRADICTED,NOT_MENTIONED,0,1,1,1396.55
doc_78,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8399.75
doc_78,H02,CONTRADICTED,CONTRADICTED,1,1,1,3756.7
doc_78,H03,ENTAILED,ENTAILED,1,1,1,3399.62
doc_78,H04,ENTAILED,ENTAILED,1,1,1,2291.69
doc_78,H05,ENTAILED,ENTAILED,1,1,1,4091.81
doc_78,H06,ENTAILED,CONTRADICTED,0,1,1,8521.25
doc_78,H07,ENTAILED,ENTAILED,1,1,1,5585.28
doc_78,H08,NOT_MENTIONED,ENTAILED,0,1,1,4271.85
doc_78,H09,ENTAILED,ENTAILED,1,1,1,4213.98
doc_78,H10,ENTAILED,NOT_MENTIONED,0,1,1,5489.98
doc_78,H11,ENTAILED,NOT_MENTIONED,0,1,1,5358.17
doc_78,H12,ENTAILED,ENTAILED,1,1,1,4991.55
doc_78,H13,ENTAILED,ENTAILED,1,1,1,5952.29
doc_78,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4302.25
